id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
21095,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,11,0,1,0,0.9,0.2,0.515388203,7,1,-1,0,-1,1,1,1,2,1,74,3,0.360555128,0.619150311,0.366742416,2.236067978,0.3,0.2,0.6,2,1,8,5,11,1,7,3,0,2,5,0,1,0,0,0,0
21096,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.8,0.2,0.597390157,7,1,-1,0,-1,1,1,1,2,1,64,1,0.316227766,0.582527976,0.367423461,2.645751311,0.8,0.9,0.8,1,3,8,3,12,1,7,6,2,2,6,1,0,0,0,1,0
21098,0,6,1,11,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.9,0.5,0.888819442,11,0,1,0,1,15,1,0,2,1,5,2,0.447213595,1.235661565,0.325576412,3.741657387,0.4,0.9,0.5,2,2,10,3,10,2,9,7,2,1,7,0,0,1,0,1,0
21099,0,0,2,5,1,3,0,0,0,1,0,0,0,0,0,5,1,0,0,0.8,1.3,1.353929466,11,1,1,0,1,11,0,1,2,1,103,3,0.316227766,0.701886478,0.288790582,3.464101615,0,0.7,0.9,2,3,4,2,9,2,9,2,1,2,6,0,0,0,0,0,0
21101,0,3,1,3,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.9,0.5,0.9367497,11,1,1,6,1,1,0,0,1,1,104,2,0.479583152,1.247054381,0.419523539,3.605551276,0.3,0.2,0,3,2,6,2,9,2,12,7,1,2,3,0,1,1,1,1,1
21102,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.9,0.3,0.562916513,11,1,-1,0,-1,1,1,0,2,1,38,1,0.316227766,0.748414302,0.359861084,3.741657387,0.9,0.5,0.4,3,2,8,2,9,0,10,6,1,5,5,0,1,0,0,0,0
21103,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.9,1,1.389019438,7,1,-1,0,-1,1,1,1,0,1,10,2,0.316227766,0.713795582,0.381444623,3.16227766,0,0,0.7,4,3,7,2,10,4,8,6,1,4,7,0,0,1,0,1,0
21104,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.1,0.1,-1,7,1,-1,1,-1,12,1,0,2,1,104,3,0.374165739,0.865428762,0.375499667,3.741657387,0,0.7,0.7,2,2,7,1,11,2,6,4,1,3,8,0,1,1,0,0,0
21105,0,6,1,7,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,1.342339376,10,0,-1,5,1,2,1,1,0,1,104,0,0.5,1.901983523,0.426028168,3.31662479,0.8,0.3,0.3,3,2,5,3,9,1,6,10,2,1,13,0,1,1,0,0,0
21108,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.9,0.3,0.652399418,7,1,-1,0,-1,7,1,1,2,1,96,3,0.446878059,0.690011378,0.430116263,2.449489743,0.3,0.4,0.3,1,3,8,4,10,3,10,6,2,1,8,0,1,1,0,0,0
21109,0,2,2,4,1,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.9,0.9,1.407124728,3,1,1,0,0,1,1,1,2,1,38,3,0.316227766,0.722326933,0.299165506,3.464101615,0.7,0.3,0.3,4,4,9,5,10,3,6,3,1,3,7,0,1,1,0,0,0
21111,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.3,0,0.639824195,7,1,-1,0,-1,0,1,1,2,1,37,2,0.316227766,0.722069455,0.375499667,3.16227766,0.1,0.7,0.6,2,1,6,2,9,3,4,2,0,4,8,0,0,0,1,0,0
21115,0,4,1,6,0,1,0,0,0,1,0,0,0,0,0,10,0,0,0,0.9,0.3,0.721110255,7,1,-1,8,-1,4,1,0,1,1,6,3,0.4,1.097753152,0.412189277,3.741657387,0.1,0.5,0.3,1,2,8,6,12,1,6,7,0,3,8,0,0,1,0,1,0
21116,0,2,1,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6,0.4,0.742882898,11,1,-1,0,-1,1,1,1,3,1,85,3,0.374165739,0.727968417,0.397492138,3,0.4,0.7,0.2,3,0,9,6,10,3,11,8,2,3,6,0,1,1,1,1,0
21118,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0.2,0.2,-1,5,1,1,0,1,0,1,1,0,1,104,3,0.4,0.695097948,0.319530906,2.828427125,0.7,0.4,0.8,4,3,7,3,9,2,7,5,1,0,9,1,1,1,1,1,0
21121,1,6,1,4,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.6,0.3,0.95032889,4,1,-1,0,1,4,1,1,0,1,104,2,0.447213595,1.050904766,0.422492604,3.605551276,0.2,0.9,0.3,3,3,9,4,11,4,5,5,1,6,11,0,1,1,0,1,0
21122,0,0,3,5,1,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.7,0.5,0.779422863,11,0,-1,0,-1,10,1,1,2,1,28,3,0.374165739,0.887796045,0.382099464,3.16227766,0,0.8,0.3,0,1,10,2,8,2,9,6,4,2,8,0,0,1,0,0,0
21124,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0.9,0,-1,7,0,1,9,1,9,1,1,1,1,104,3,0.515363949,1.199819201,0.414487635,3.16227766,0.3,0.1,0.6,5,2,7,2,9,4,9,4,1,3,6,0,1,0,0,0,1
21125,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.4,0,0.567340286,7,1,-1,0,-1,4,1,1,2,1,12,3,0.4,0.713694265,0.370809924,3.16227766,0.9,0.6,0.7,2,0,8,2,8,3,10,1,0,3,11,0,0,0,0,1,0
21128,0,3,1,4,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0.7,0,0.520216301,6,1,-1,0,1,0,1,1,0,1,39,1,0.316069613,0.628769624,0.374432905,2.449489743,0.6,0.9,0.9,3,1,9,2,10,2,6,4,2,1,6,0,1,0,0,1,0
21131,0,3,3,3,1,0,0,0,1,0,0,0,0,0,0,11,0,0,1,0.4,0.3,0.595294045,6,1,-1,0,1,1,1,1,0,1,38,2,0.316227766,0.717476639,0.359861084,3.464101615,0.6,0.1,0.9,2,1,8,4,6,1,9,7,1,1,10,0,1,1,0,1,0
21133,0,3,1,5,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.9,1.6,1.801041365,11,1,0,0,1,14,1,1,0,1,29,3,0.4,0.958476753,0.341174442,3.605551276,0.5,0,0.8,3,1,8,4,8,2,6,8,4,4,9,1,0,1,1,1,0
21134,0,1,3,2,1,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0.8,0.6,1.105384549,11,1,-1,0,-1,1,1,1,0,1,52,3,0.374165739,0.762675261,0.359861084,3.464101615,0.5,0.6,0.4,2,4,8,2,10,3,8,8,1,1,10,0,0,1,0,1,0
21137,0,0,1,7,1,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.7,0.6,0.985203025,11,0,-1,0,-1,10,1,0,2,1,28,3,0.374165739,1.065228024,0.382099464,3.741657387,0.6,0.8,0.4,2,3,6,6,11,2,7,8,0,0,8,0,0,1,1,0,0
21140,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.9,0.5,1.072963187,11,1,-1,0,-1,1,1,1,2,1,70,3,0.424264069,0.75845101,0.393700394,3,0.6,0.1,0.7,2,2,9,3,9,2,12,5,3,2,7,0,1,1,0,0,0
21141,0,0,3,7,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.1,0.2,-1,6,1,-1,0,1,0,1,1,0,1,39,1,0.316069613,0.669417534,0.374432905,2.828427125,0.7,0.3,0.1,4,3,7,2,7,2,11,3,2,1,7,1,1,1,1,1,0
21142,0,4,1,3,1,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0.4,0.2,0.698212002,6,1,-1,0,1,14,1,1,0,1,42,2,0.4,0.73692459,0.393700394,3.16227766,0.4,0.8,0.1,4,1,8,3,11,1,9,3,0,4,7,0,0,1,0,1,0
21143,0,3,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0.3,0.514781507,11,1,1,2,1,11,1,1,2,1,14,0,0.424146201,0.726277728,0.334065862,2.828427125,0.1,0.5,0.9,4,3,9,2,8,3,6,6,1,6,4,0,1,1,1,0,0
21146,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.8,0.7,1.170202974,2,1,-1,0,-1,6,1,1,2,1,27,3,0.4,0.879871328,0.390768474,3.605551276,0.2,0,0.9,0,4,9,4,9,4,7,6,2,4,5,0,0,1,0,0,0
21149,0,6,1,11,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0.8,0.3,1.015197025,11,1,1,0,1,4,1,1,2,1,48,3,0.316069613,0.493071835,0.303315018,1,0.4,0,0.1,2,2,8,3,11,2,8,5,0,2,8,0,1,0,1,1,1
21153,0,2,1,8,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.3,0.3,-1,10,1,-1,0,1,0,1,1,0,1,39,1,0.316069613,0.690924043,0.374432905,3,0.9,0.5,0.7,2,2,9,5,11,2,7,6,0,5,7,0,1,0,0,0,0
21154,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.1,0.1,-1,7,1,-1,0,-1,1,1,1,2,1,65,3,0.316069613,0.539436498,0.35,2.449489743,0.7,0.5,0.9,4,3,6,4,10,1,6,2,3,1,8,0,1,1,0,1,0
21155,0,1,1,11,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.7,0.4,0.85732141,11,0,1,0,1,15,1,1,2,1,104,2,0.447213595,1.153148762,0.325576412,3.605551276,0.9,0.8,0.1,4,3,6,2,10,1,6,7,0,1,3,0,1,1,1,0,0
21158,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.9,0.4,0.676387463,7,1,-1,0,-1,1,1,1,2,1,70,3,0.424264069,0.745856322,0.393700394,2.828427125,0.2,0.9,0.4,1,3,8,2,8,5,10,2,1,2,3,0,1,1,0,1,0
21160,0,0,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.3,0.693721846,8,1,-1,0,0,0,1,1,0,1,22,1,0.316227766,0.724483287,0.374566416,3.16227766,0.5,0.2,0.5,3,3,6,3,10,1,5,6,3,2,7,1,1,1,1,1,0
21161,0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.9,1,1.412887115,7,1,-1,0,-1,1,1,1,2,1,65,3,0.316227766,0.393779105,0.354964787,0,0.3,0.3,0.6,4,3,8,4,9,4,4,5,2,3,6,1,0,0,0,0,0
21163,0,3,1,3,0,0,1,0,0,0,0,0,0,0,0,13,0,1,0,0.9,0.6,1.082531755,11,0,1,1,1,3,1,1,2,1,104,3,0.424264069,0.813318882,0.354964787,2.828427125,0.9,0.5,0.3,2,1,7,4,9,3,8,5,1,5,2,0,1,0,0,1,0
21165,0,0,1,6,1,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0.5,0.4,0.826135582,7,1,-1,0,-1,1,1,0,1,1,25,3,0.4,0.913183968,-1,3.605551276,0.8,0.8,0.1,2,3,6,3,8,3,9,7,0,3,5,0,1,1,0,1,0
21166,0,6,1,7,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.7,1.7,1.533786165,10,1,-1,8,0,8,0,1,0,1,104,3,0.5,1.003948815,0.552268051,0,0.7,0.5,0.6,2,1,8,6,8,3,6,7,0,5,9,0,0,1,1,1,0
21168,0,0,1,6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0.7,0.3,0.766077672,11,0,0,9,0,15,1,1,2,1,58,3,0.547722558,1.377175214,0.435889894,2.645751311,0.4,0.2,0.7,1,2,9,6,9,4,11,6,0,4,10,0,0,1,1,0,0
21171,0,5,3,6,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0,0,-1,7,1,-1,0,-1,14,1,1,2,1,29,3,0.4,0.698744447,0.398497177,2.828427125,0.8,0.6,0.1,2,3,8,4,11,3,8,4,0,7,8,1,0,1,0,1,0
21175,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0.9,0,0.45825757,11,0,0,0,1,10,1,1,0,1,89,2,0.387298335,0.91502608,0.336154726,3.16227766,0.8,0.4,0.6,1,4,8,3,10,2,11,4,3,3,6,0,1,1,0,0,1
21178,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0.4,0.5,0.832916562,11,0,-1,1,-1,9,1,1,1,1,61,3,0.447213595,0.999758752,0.520480547,3.31662479,0.9,0.8,0.6,1,3,7,1,9,2,14,7,0,3,11,0,0,0,0,0,0
21183,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.6,0.7,0.384870108,10,1,1,0,0,0,1,0,2,1,22,3,0.316227766,0.844782235,0.310322413,3.741657387,0,0.1,0.8,2,4,8,3,9,4,11,3,3,3,4,0,1,0,0,1,0
21185,0,2,1,3,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0.6,0.4,0.577169819,7,1,0,0,0,14,1,1,2,1,68,3,0.4,0.731013109,0.344383507,2.449489743,0.3,0.4,0.6,3,1,7,3,8,1,11,8,0,2,3,0,1,0,0,0,1
21186,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,0.7,0.844837262,11,1,-1,0,-1,14,1,1,2,1,82,3,0.316227766,0.71629499,0.368510515,3.464101615,0.1,0.6,0,1,4,8,3,11,4,11,7,0,5,5,0,0,0,1,0,1
21187,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.5,0.3,0.904157066,6,1,-1,0,0,11,1,1,0,1,101,3,0.374165739,0.769310628,0.38509739,3.16227766,0.9,0.4,0.7,1,2,8,3,10,5,9,5,1,1,6,1,0,0,0,0,0
21189,0,3,1,9,0,3,0,0,1,0,0,0,0,0,0,6,1,0,0,0.4,0,-1,11,1,-1,0,-1,15,1,1,2,1,5,2,0.424264069,0.825322376,0.4,2.828427125,0,0.9,0.8,2,1,9,1,11,3,12,5,2,4,10,1,0,0,0,0,0
21201,0,0,2,3,1,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0,0.7,1.125833025,3,0,1,0,0,10,1,0,2,1,55,2,0.447213595,1.23449056,0.359722115,3.741657387,0.2,0.9,0.8,1,4,9,2,9,4,11,4,4,3,7,1,0,0,1,1,0
21203,0,4,1,6,0,6,1,0,0,0,0,0,0,0,0,3,0,1,0,0.7,0.1,0.46837485,7,0,-1,0,-1,10,1,1,2,1,28,3,0.387298335,0.75849187,0.378153408,2.645751311,0.6,0.9,0.3,0,1,8,2,10,1,9,4,2,2,10,0,1,0,0,0,0
21204,0,2,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.4,0,0.55283361,0,1,-1,0,0,11,1,0,0,1,104,2,0.316227766,0.921387294,0.381706694,3.605551276,0.3,0.1,0.6,2,1,7,3,7,1,9,4,1,4,11,0,0,1,0,0,0
21208,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.1,0.1,-1,7,1,0,0,0,11,1,1,2,1,101,3,0.374165739,0.772994606,0.321247568,3.31662479,0.9,0.3,0.6,3,2,6,4,7,2,9,5,2,6,10,0,1,0,0,1,0
21209,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,-1,10,0,-1,0,1,10,1,1,0,1,83,2,0.399374511,0.54216813,0.39306488,0,0.1,0,0.2,3,1,8,1,10,5,5,3,2,3,5,0,1,1,0,1,0
21210,0,3,1,7,1,0,0,0,0,1,0,0,0,0,0,11,0,1,0,0.7,0.7,0.925675429,11,1,-1,0,-1,1,1,1,0,1,65,3,0.316227766,0.580858584,0.350713558,2.828427125,0.2,0.5,0.4,4,1,7,3,4,2,7,9,4,4,10,0,1,0,0,1,0
21213,1,5,1,6,1,0,0,1,0,0,0,0,0,0,0,13,0,1,0,0.3,0,0.744143803,6,0,-1,0,0,15,1,1,0,1,5,2,0.424264069,0.694428834,0.395853508,1.732050808,0.3,0,0,2,1,9,3,8,5,12,4,1,1,15,0,1,0,1,0,0
21216,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.6,0,0.551701912,7,1,-1,0,-1,1,1,0,2,1,25,3,0.374165739,0.861540519,-1,3.741657387,0.1,0,0.7,3,1,8,3,10,4,4,5,2,4,8,0,1,1,0,1,0
21218,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0.4,0,0.473022198,7,1,-1,0,-1,11,1,1,0,1,11,2,0.316227766,0.685942074,0.368781778,3.464101615,0.3,0.9,0.6,3,2,6,4,10,1,10,3,3,3,9,0,0,0,0,0,0
21226,0,5,1,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6,0.7,1.034408043,11,1,-1,0,-1,10,1,1,2,1,83,2,0.424264069,0.918271823,0.396484552,3,0.4,0.9,0.8,3,2,7,1,10,1,7,4,2,3,6,0,1,1,0,0,0
21229,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0.8,0.8,1.196087371,9,1,1,0,0,6,1,1,2,1,27,3,0.374165739,0.764298955,0.320468407,3.605551276,0.4,0.1,0.6,2,0,7,3,10,4,9,6,0,1,10,0,1,0,0,0,0
21230,0,2,1,4,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0.7,0,0.605185922,7,1,-1,0,-1,11,1,1,2,1,17,2,0.374165739,0.866979177,0.390384426,3.605551276,0.7,0.7,0.6,3,3,8,1,9,2,5,5,3,1,7,0,0,1,0,0,1
21231,1,0,1,6,1,4,1,0,0,0,0,0,0,0,0,9,1,0,0,0.9,0.4,0.887411968,7,1,-1,0,-1,1,1,1,2,1,38,3,0.316227766,0.699246939,0.359861084,3.31662479,0.2,0.6,0.2,3,2,9,2,9,3,10,8,1,4,6,0,0,0,0,0,0
21233,0,6,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.1,0.1,-1,2,1,-1,0,1,1,1,1,0,1,65,1,0.315277655,0.477575661,0.352136337,1.414213562,0.3,0.8,0.6,1,2,9,5,11,3,10,4,1,8,7,0,1,0,1,0,0
21236,0,3,1,3,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.8,0.2,0.447213595,11,1,-1,0,-1,11,1,1,2,1,67,2,0.374165739,0.703121729,0.366606056,3.31662479,0.1,0.1,0.5,3,4,5,5,10,3,11,7,3,4,5,0,1,1,1,1,0
21237,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.3,0,0.645658579,7,1,-1,0,-1,14,1,1,2,1,82,3,0.316227766,0.693118477,0.368510515,3.31662479,0.9,0.7,0.7,3,2,7,4,10,1,3,5,2,0,12,1,0,1,1,0,0
21239,0,3,2,2,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.7,1.1,1.042233179,11,1,-1,0,-1,10,1,1,2,1,83,2,0.408411557,0.634819555,0.397492138,1.732050808,0.9,0.8,0.2,0,3,10,4,11,2,8,0,2,3,8,0,0,1,0,1,0
21240,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0.8,0.2,0.886002257,6,1,-1,0,0,1,1,1,0,1,65,3,0.316227766,0.722424894,0.350713558,3.605551276,0,0.1,0.7,2,3,8,2,11,2,9,3,1,4,9,0,1,0,0,0,0
21247,0,5,1,6,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.8,0.4,0.751664819,11,1,1,0,0,0,1,1,1,1,104,3,0.4,0.737401065,0.326955654,2.828427125,0.1,0.3,0.6,3,1,8,2,9,3,8,3,1,2,9,0,1,0,0,0,0
21250,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.1,0.2,-1,11,1,-1,1,-1,16,1,1,2,1,104,2,0.4,1.010271116,0.414728827,3.464101615,0.3,0.4,0.3,1,0,9,6,9,2,8,5,0,0,8,0,0,1,0,1,0
21253,1,3,1,5,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.7,1.1,1.315769737,10,1,-1,0,1,4,1,1,0,1,104,2,0.447213595,1.139903577,0.422492604,3.464101615,0.3,0.5,0,3,2,8,3,10,1,9,4,1,0,11,0,0,1,0,1,0
21256,0,0,1,1,1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0.9,0,1.010259868,10,1,-1,0,1,1,1,1,0,1,64,1,0.316227766,0.694904714,0.370135111,3.16227766,0.3,0.8,0.6,4,1,8,4,9,2,6,5,4,4,6,0,1,1,0,0,1
21259,0,5,1,6,1,6,0,1,0,0,0,0,0,0,0,11,0,1,0,0.8,0.4,0.743303437,7,1,1,1,0,3,1,0,2,1,45,3,0.4,0.874690028,0.309677251,3.605551276,0,0.1,0.7,1,3,7,5,11,1,6,6,0,2,11,0,0,0,0,1,1
21262,0,1,1,11,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0.1,0.2,-1,7,1,-1,2,-1,0,1,1,2,1,100,0,0.399749922,0.775143282,0.423083916,3.464101615,0.3,0.5,0.7,2,3,9,2,8,1,4,6,2,3,7,0,1,1,1,1,0
21263,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0.9,0.5,1.071214264,11,1,0,0,0,4,1,1,2,1,12,3,0.4,0.787820511,0.324807635,3.464101615,0.6,0.4,0.9,3,2,10,4,8,3,12,10,0,5,10,1,1,1,1,0,0
21272,0,2,1,5,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0.4,0,0.700446286,7,1,-1,0,-1,1,1,1,2,1,40,2,0.423792402,0.62058357,0.385356977,2.236067978,0.5,0.2,0,1,3,5,5,10,1,11,4,1,3,10,0,1,0,1,0,0
21273,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.1,0.2,-1,7,1,-1,0,-1,10,1,0,2,1,89,2,0.387298335,1.077253548,0.388458492,3.741657387,0.3,0.4,0,3,2,6,1,9,0,10,8,5,3,5,0,1,0,0,0,0
21278,0,5,1,7,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.8,0.3,0.729725976,7,1,1,0,0,1,1,0,2,1,85,3,0.374165739,0.933900113,0.345976878,3.741657387,0.4,0,0.2,2,1,8,5,10,1,7,6,1,3,7,0,1,1,0,1,0
21279,0,2,1,4,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.9,0.6,1.178717523,11,1,0,0,0,7,1,1,3,1,92,3,0.368781778,0.631311111,-1,2.449489743,0.8,0.3,0.6,1,2,7,1,11,4,3,6,1,2,11,0,1,1,0,1,0
21282,0,3,2,2,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0.7,0.6,0.774596669,11,1,1,0,0,14,1,1,2,1,72,3,0.4,1.119271457,0.354541958,3.605551276,0.7,0.5,0.6,2,2,7,0,10,4,13,9,4,1,7,0,0,0,0,0,1
21284,0,4,1,3,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0.3,0,0.632949445,6,1,-1,0,1,0,1,1,0,1,37,2,0.316227766,0.708770324,0.375499667,3,0.1,0.8,0.8,1,2,8,2,7,0,4,4,0,6,10,0,1,0,0,1,0
21285,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0.9,0,1.029866496,5,1,0,0,0,0,1,1,2,1,87,3,0.316227766,0.72681804,0.307733651,3.31662479,0.4,0.9,0.6,3,5,8,3,8,2,4,5,1,2,10,0,1,1,1,0,0
21288,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.4,0.2,0.638846617,11,1,-1,0,-1,4,1,1,2,1,104,2,0.4,0.726903315,0.414125585,2.645751311,0.5,0.5,0.9,2,0,7,1,11,4,12,4,1,2,9,0,1,1,0,0,0
21289,0,0,1,0,1,-1,0,1,0,0,0,0,0,0,0,8,1,0,0,0.5,0.2,0.631466547,11,1,0,0,0,11,-1,1,2,1,103,3,0.316227766,0.693833524,0.288790582,3.464101615,0.2,0.7,0.1,3,2,8,4,8,1,9,4,0,2,4,0,0,1,0,1,0
21292,0,1,1,4,1,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.1,0.1,-1,7,1,-1,0,-1,1,1,1,2,1,38,3,0.316227766,0.708493338,0.359861084,3.31662479,0.8,0.7,0.9,2,2,7,4,11,3,9,5,1,3,6,0,1,1,0,0,1
21295,0,2,1,5,0,0,1,0,0,0,0,0,0,0,0,12,0,1,0,0.8,0.4,0.684196609,11,1,-1,0,-1,1,1,0,2,1,51,2,0.4,0.982245698,0.401746189,3.741657387,0.2,0.3,0.8,1,2,10,4,8,1,9,7,0,5,11,0,1,0,0,0,0
21301,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,9,0,0,1,0.3,0,0.579870675,7,1,-1,0,-1,1,1,0,2,1,80,3,0.316227766,0.805230833,-1,3.605551276,0.6,0,0.2,3,1,7,2,12,2,6,2,2,3,1,0,0,0,1,0,1
21303,0,7,1,8,1,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.9,0.7,1.171003843,0,1,-1,0,1,15,1,1,0,1,5,2,0.424264069,1.102410957,0.4,3.464101615,0.8,0.4,0,3,1,10,5,11,3,10,7,2,2,8,1,1,0,0,1,0
21304,0,0,1,7,1,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0.5,0.6,1.185063289,7,1,0,0,1,0,1,1,2,0,88,3,0.399874981,0.618515953,0.328937684,1.732050808,0.1,0.1,0,2,1,7,3,8,2,5,3,0,3,9,1,1,1,0,1,1
21306,0,2,1,5,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.8,0.2,0.520816666,7,1,-1,0,-1,14,1,1,2,1,104,2,0.316227766,0.581587312,0.393700394,2.236067978,0.2,0.9,0.5,3,3,8,5,12,2,9,12,0,3,4,1,0,0,0,0,0
21309,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0.92161543,10,0,-1,8,1,13,1,1,0,1,4,2,0.565685425,1.310337159,0.518652099,3,0.6,0.5,0.1,4,3,7,0,7,3,11,7,0,5,6,0,1,0,0,1,0
21310,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.2,0.2,-1,7,1,-1,0,-1,1,1,1,2,1,38,3,0.316227766,0.717692584,0.359861084,3.464101615,0.7,0.4,0.3,2,1,10,0,12,3,11,8,0,2,13,0,0,1,0,0,0
21314,0,4,2,3,1,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.3,0,0.856592085,6,1,-1,0,0,1,1,1,0,1,64,1,0.316227766,0.596096115,0.361939221,2.828427125,0,0.5,0.9,1,1,8,5,11,2,12,5,2,4,11,0,0,0,0,1,0
